order_id,order_number,customer_id,order_status,order_total,currency_code,created_at,updated_at
476,ORD-0000000476,29,paid,1685.00,USD,2026-08-01T07:56:00+00:00,2026-08-01T07:56:00+00:00
477,ORD-0000000477,3,pending,2571.89,USD,2026-08-01T07:57:00+00:00,2026-08-01T07:57:00+00:00
478,ORD-0000000478,40,shipped,3131.01,USD,2026-08-01T07:58:00+00:00,2026-08-01T07:58:00+00:00
479,ORD-0000000479,80,delivered,5977.11,USD,2026-08-01T07:59:00+00:00,2026-08-01T07:59:00+00:00
480,ORD-0000000480,88,pending,1553.19,USD,2026-08-01T08:00:00+00:00,2026-08-01T08:00:00+00:00
481,ORD-0000000481,25,paid,1795.28,USD,2026-08-01T08:01:00+00:00,2026-08-01T08:01:00+00:00
482,ORD-0000000482,34,delivered,2607.89,USD,2026-08-01T08:02:00+00:00,2026-08-01T08:02:00+00:00
483,ORD-0000000483,88,cancelled,2636.03,USD,2026-08-01T08:03:00+00:00,2026-08-01T08:03:00+00:00
484,ORD-0000000484,13,delivered,2863.51,USD,2026-08-01T08:04:00+00:00,2026-08-01T08:04:00+00:00
485,ORD-0000000485,88,shipped,1393.83,USD,2026-08-01T08:05:00+00:00,2026-08-01T08:05:00+00:00
486,ORD-0000000486,29,shipped,3516.37,USD,2026-08-01T08:06:00+00:00,2026-08-01T08:06:00+00:00
487,ORD-0000000487,7,cancelled,3465.62,USD,2026-08-01T08:07:00+00:00,2026-08-01T08:07:00+00:00
488,ORD-0000000488,7,paid,2426.65,USD,2026-08-01T08:08:00+00:00,2026-08-01T08:08:00+00:00
489,ORD-0000000489,59,paid,3003.73,USD,2026-08-01T08:09:00+00:00,2026-08-01T08:09:00+00:00
490,ORD-0000000490,81,paid,729.91,USD,2026-08-01T08:10:00+00:00,2026-08-01T08:10:00+00:00
491,ORD-0000000491,98,paid,5549.14,USD,2026-08-01T08:11:00+00:00,2026-08-01T08:11:00+00:00
492,ORD-0000000492,55,delivered,2989.30,USD,2026-08-01T08:12:00+00:00,2026-08-01T08:12:00+00:00
493,ORD-0000000493,25,pending,142.36,USD,2026-08-01T08:13:00+00:00,2026-08-01T08:13:00+00:00
494,ORD-0000000494,29,shipped,2138.36,USD,2026-08-01T08:14:00+00:00,2026-08-01T08:14:00+00:00
495,ORD-0000000495,22,pending,328.86,USD,2026-08-01T08:15:00+00:00,2026-08-01T08:15:00+00:00
496,ORD-0000000496,59,cancelled,3074.07,USD,2026-08-01T08:16:00+00:00,2026-08-01T08:16:00+00:00
497,ORD-0000000497,52,pending,1289.12,USD,2026-08-01T08:17:00+00:00,2026-08-01T08:17:00+00:00
498,ORD-0000000498,94,pending,4011.87,USD,2026-08-01T08:18:00+00:00,2026-08-01T08:18:00+00:00
499,ORD-0000000499,7,cancelled,421.59,USD,2026-08-01T08:19:00+00:00,2026-08-01T08:19:00+00:00
500,ORD-0000000500,84,pending,247.59,USD,2026-08-01T08:20:00+00:00,2026-08-01T08:20:00+00:00
